tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
1964.00;10873191#5_1;21.02;17.57;1845.00;0.85;690516091#0_0;5.10;25.16;tripinfo_1187 emissions_1187 ssm_1187 fcd_1187;119.00;1187;0;714.43;0.91;0.00;88.95;DEFAULT_VEHTYPE;;7;30.00;298791.51;1541.15;10.33;105.05;18.20;0.00;96864.09
1964.00;305873958#3-AddedOnRampEdge_2;99.87;22.20;1921.00;0.86;690516091#0_2;5.10;28.73;tripinfo_1318 emissions_1318 ssm_1318 fcd_1318;43.00;1318;0;654.28;1.03;0.00;15.98;DEFAULT_VEHTYPE;;0;0.00;185908.07;2017.48;13.56;68.84;18.05;0.00;60268.37
1965.00;192591565#2_0;258.68;27.80;1027.00;26.68;29181613#1_4;5.10;0.05;tripinfo_767 emissions_767 ssm_767 fcd_767;938.00;767;0;523.09;1.01;0.00;917.68;DEFAULT_VEHTYPE;;41;739.00;1561728.15;2158.31;14.38;613.94;17.92;0.00;506300.59
1965.00;10873191#5_3;21.02;18.58;1818.00;0.67;28718647#1_0;5.10;22.25;tripinfo_6 emissions_6 ssm_6 fcd_6;147.00;6;0;817.38;1.00;0.00;110.83;DEFAULT_VEHTYPE;;3;47.00;340041.35;1795.63;12.02;122.01;20.10;0.00;110236.85
1965.00;10873191#5_2;21.02;18.26;1848.00;0.84;690516091#0_0;5.10;31.26;tripinfo_1106 emissions_1106 ssm_1106 fcd_1106;117.00;1106;0;714.43;1.13;0.00;92.85;DEFAULT_VEHTYPE;;8;28.00;284849.02;1469.21;9.81;101.56;14.53;0.00;92344.21
1966.00;10873191#5_2;21.02;18.40;1739.00;0.72;50211834#0_1;5.10;28.43;tripinfo_1837 emissions_1837 ssm_1837 fcd_1837;227.00;1837;0;640.31;1.02;0.00;202.57;DEFAULT_VEHTYPE;;7;155.00;458489.02;1599.78;10.69;172.35;14.75;0.00;148637.26
1966.00;305873958#3-AddedOnRampEdge_3;99.87;23.14;1920.00;0.39;690516091#0_0;5.10;33.34;tripinfo_1303 emissions_1303 ssm_1303 fcd_1303;46.00;1303;0;654.28;1.20;0.00;23.12;DEFAULT_VEHTYPE;;0;0.00;226203.88;2735.91;18.22;87.27;17.02;0.00;73331.01
1967.00;10873191#5_3;21.02;18.08;1823.00;0.93;28718647#1_3;5.10;22.69;tripinfo_48 emissions_48 ssm_48 fcd_48;144.00;48;0;817.38;1.02;0.00;108.49;DEFAULT_VEHTYPE;;3;44.00;341940.05;1838.20;12.24;123.58;18.12;0.00;110852.27
1968.00;10873191#5_2;21.02;19.75;1861.00;0.48;50211834#0_0;5.10;30.84;tripinfo_1766 emissions_1766 ssm_1766 fcd_1766;107.00;1766;0;643.12;1.11;0.00;84.09;DEFAULT_VEHTYPE;;7;38.00;284946.87;1613.93;10.79;100.97;15.16;0.00;92375.63
1969.00;192591565#2_0;258.68;24.99;1470.00;0.18;28718647#1_0;5.10;20.61;tripinfo_135 emissions_135 ssm_135 fcd_135;499.00;135;0;1006.64;0.93;0.00;451.63;DEFAULT_VEHTYPE;;10;376.00;920750.87;2582.91;17.24;354.21;24.74;0.00;298498.57
1969.00;10873191#5_3;21.02;21.71;1848.00;0.30;28718647#1_0;5.10;25.39;tripinfo_2 emissions_2 ssm_2 fcd_2;121.00;2;0;817.38;1.14;0.00;89.03;DEFAULT_VEHTYPE;;2;26.00;318967.00;2109.34;14.12;116.66;21.00;0.00;103404.50
1970.00;10873191#5_2;21.02;21.87;1884.00;0.48;50211834#0_1;5.10;30.34;tripinfo_1765 emissions_1765 ssm_1765 fcd_1765;86.00;1765;0;643.12;1.09;0.00;62.10;DEFAULT_VEHTYPE;;6;16.00;246298.74;1698.99;11.32;87.15;14.84;0.00;79846.19
1971.00;10873191#5_2;21.02;21.82;1836.00;0.12;50211834#0_2;5.10;29.89;tripinfo_1871 emissions_1871 ssm_1871 fcd_1871;135.00;1871;0;640.31;1.08;0.00;112.19;DEFAULT_VEHTYPE;;6;58.00;321935.80;1676.76;11.23;117.38;16.54;0.00;104367.42
1973.00;192591565#2_0;258.68;25.41;1497.00;0.17;690516091#0_0;5.10;26.12;tripinfo_1358 emissions_1358 ssm_1358 fcd_1358;476.00;1358;0;903.69;0.94;0.00;439.79;DEFAULT_VEHTYPE;;8;371.00;876540.51;2564.15;17.21;340.46;23.77;0.00;284166.32
1973.00;10873191#5_2;21.02;22.25;1831.00;0.09;50211834#0_0;5.10;23.05;tripinfo_1844 emissions_1844 ssm_1844 fcd_1844;142.00;1844;0;640.31;0.83;0.00;112.00;DEFAULT_VEHTYPE;;5;68.00;329121.21;1770.68;11.81;122.17;16.23;0.00;106696.87
1975.00;10873193#2_0;224.37;24.29;1168.00;0.35;29181613#1_3;5.10;10.12;tripinfo_480 emissions_480 ssm_480 fcd_480;807.00;480;0;791.06;1.11;0.00;775.52;DEFAULT_VEHTYPE;;28;681.00;1414319.99;2417.94;16.12;548.18;22.85;0.00;458510.82
1976.00;192591565#2_0;258.68;29.33;1610.00;0.67;28718647#1_0;5.10;23.59;tripinfo_159 emissions_159 ssm_159 fcd_159;366.00;159;0;1006.64;1.06;0.00;325.17;DEFAULT_VEHTYPE;;5;255.00;750540.41;3454.68;23.11;295.57;28.61;0.00;243317.51
1976.00;10873191#5_2;21.02;26.63;1881.00;0.72;50211834#0_1;5.10;27.54;tripinfo_1861 emissions_1861 ssm_1861 fcd_1861;95.00;1861;0;640.31;0.99;0.00;69.04;DEFAULT_VEHTYPE;;6;31.00;298806.80;2346.22;15.64;110.39;18.21;0.00;96868.46
1978.00;10873191#5_2;21.02;26.82;1907.00;0.06;50211834#0_0;5.10;26.88;tripinfo_1754 emissions_1754 ssm_1754 fcd_1754;71.00;1754;0;643.12;0.97;0.00;45.21;DEFAULT_VEHTYPE;;2;17.00;257941.79;2508.72;16.71;97.44;17.90;0.00;83620.46
1979.00;192591565#2_0;258.68;28.37;1704.00;0.49;690516091#0_0;5.10;29.23;tripinfo_1252 emissions_1252 ssm_1252 fcd_1252;275.00;1252;0;903.69;1.05;0.00;242.51;DEFAULT_VEHTYPE;;6;162.00;598151.30;3292.23;22.05;233.88;25.51;0.00;193913.95
1980.00;10873193#2_0;224.37;19.42;1033.00;22.06;29181613#1_3;5.10;0.02;tripinfo_498 emissions_498 ssm_498 fcd_498;947.00;498;0;733.04;0.92;0.00;907.73;DEFAULT_VEHTYPE;;38;821.00;1541322.95;1526.98;10.17;606.06;17.24;0.00;499686.06
1983.00;192591565#2_0;258.68;27.17;1479.00;0.25;690516091#0_0;5.10;27.64;tripinfo_1398 emissions_1398 ssm_1398 fcd_1398;504.00;1398;0;903.69;0.99;0.00;469.36;DEFAULT_VEHTYPE;;15;378.00;928095.99;2917.11;19.54;363.45;23.96;0.00;300879.94
1985.00;192591565#2_0;258.68;28.89;1295.00;0.04;29181613#1_4;5.10;6.40;tripinfo_745 emissions_745 ssm_745 fcd_745;690.00;745;0;523.09;1.07;0.00;670.84;DEFAULT_VEHTYPE;;36;561.00;1230512.57;2654.13;17.63;483.92;18.57;0.00;398921.43
1988.00;192591565#2_0;258.68;27.95;1521.00;0.22;28718647#1_0;5.10;22.90;tripinfo_180 emissions_180 ssm_180 fcd_180;467.00;180;0;1006.64;1.03;0.00;425.13;DEFAULT_VEHTYPE;;15;341.00;880146.41;2787.40;18.65;339.30;26.08;0.00;285334.53
1993.00;192591565#2_0;258.68;28.15;1534.00;0.37;690516091#0_0;5.10;28.81;tripinfo_1341 emissions_1341 ssm_1341 fcd_1341;459.00;1341;0;903.69;1.04;0.00;426.32;DEFAULT_VEHTYPE;;14;317.00;884538.42;3110.90;20.86;339.29;26.04;0.00;286758.01
1993.00;10873193#2_1;224.37;23.36;1879.00;0.51;50211834#0_0;5.10;30.24;tripinfo_1673 emissions_1673 ssm_1673 fcd_1673;114.00;1673;0;825.23;1.09;0.00;81.58;DEFAULT_VEHTYPE;;6;43.00;325451.56;2543.20;17.01;121.89;20.69;0.00;105506.56
1994.00;10873193#2_0;224.37;18.27;1868.00;0.75;50211834#0_1;5.10;23.64;tripinfo_1480 emissions_1480 ssm_1480 fcd_1480;126.00;1480;0;825.23;0.85;0.00;83.78;DEFAULT_VEHTYPE;;7;48.00;334138.16;2080.28;13.88;122.52;20.58;0.00;108323.21
1996.00;192591565#2_0;258.68;25.87;1776.00;0.87;28718647#1_0;5.10;20.98;tripinfo_229 emissions_229 ssm_229 fcd_229;220.00;229;0;1006.64;0.94;0.00;173.76;DEFAULT_VEHTYPE;;11;83.00;506115.97;2672.40;17.84;187.89;25.49;0.00;164076.09
1997.00;10873193#2_0;224.37;22.77;947.00;0.69;29181613#1_4;5.10;5.55;tripinfo_532 emissions_532 ssm_532 fcd_532;1050.00;532;0;791.06;1.06;0.00;1016.93;DEFAULT_VEHTYPE;;48;823.00;1749239.07;2184.96;14.56;681.34;22.08;0.00;567089.89
1998.00;192591565#2_0;258.68;26.98;1813.00;0.79;28718647#1_2;5.10;21.66;tripinfo_235 emissions_235 ssm_235 fcd_235;185.00;235;0;1006.64;0.97;0.00;139.70;DEFAULT_VEHTYPE;;8;50.00;457821.22;2974.44;19.85;171.26;26.14;0.00;148418.88
2002.00;305873958#3-AddedOnRampEdge_2;99.87;16.74;1933.00;0.25;28718647#1_0;5.10;17.04;tripinfo_123 emissions_123 ssm_123 fcd_123;69.00;123;0;775.35;0.77;0.00;22.87;DEFAULT_VEHTYPE;;1;14.00;190273.34;1326.98;8.88;68.82;17.88;0.00;61683.99
2003.00;192591565#2_0;258.68;27.35;1632.00;0.04;28718647#1_0;5.10;22.23;tripinfo_105 emissions_105 ssm_105 fcd_105;371.00;105;0;1006.64;1.00;0.00;327.39;DEFAULT_VEHTYPE;;13;252.00;748686.15;3059.51;20.47;289.75;28.22;0.00;242716.16
2004.00;192591565#2_0;258.68;29.58;1811.00;0.48;28718647#1_0;5.10;24.89;tripinfo_200 emissions_200 ssm_200 fcd_200;193.00;200;0;1006.64;1.12;0.00;154.27;DEFAULT_VEHTYPE;;7;61.00;485500.95;3433.36;22.85;185.57;26.90;0.00;157392.26
2006.00;192591565#2_0;258.68;25.49;1266.00;53.02;29181613#1_4;5.10;0.53;tripinfo_638 emissions_638 ssm_638 fcd_638;740.00;638;0;523.09;0.93;0.00;718.69;DEFAULT_VEHTYPE;;33;617.00;1281036.97;1905.66;12.66;499.83;16.01;0.00;415301.60
2010.00;192591565#2_0;258.68;24.39;1851.00;0.22;690516091#0_0;5.10;25.40;tripinfo_1285 emissions_1285 ssm_1285 fcd_1285;159.00;1285;0;903.69;0.91;0.00;121.57;DEFAULT_VEHTYPE;;5;20.00;380102.91;2303.23;15.42;137.19;22.59;0.00;123223.69
2042.00;305873958#3-AddedOnRampEdge_0;99.87;23.27;1334.00;0.11;29181613#1_4;5.10;3.11;tripinfo_789 emissions_789 ssm_789 fcd_789;708.00;789;0;477.81;1.09;0.00;688.57;DEFAULT_VEHTYPE;;39;582.00;1225731.23;1555.50;10.32;472.76;14.46;0.00;397372.17
2046.00;305873958#3-AddedOnRampEdge_0;99.87;23.74;950.00;0.84;29181613#1_3;5.10;4.93;tripinfo_675 emissions_675 ssm_675 fcd_675;1096.00;675;0;477.81;1.08;0.00;1076.58;DEFAULT_VEHTYPE;;53;881.00;1782318.95;1468.39;9.73;698.11;14.14;0.00;577814.61
2047.00;192591565#2_0;258.68;27.71;1171.00;0.14;29181613#1_4;5.10;10.90;tripinfo_655 emissions_655 ssm_655 fcd_655;876.00;655;0;523.09;1.00;0.00;855.54;DEFAULT_VEHTYPE;;43;712.00;1481011.79;2169.10;14.44;579.68;17.66;0.00;480132.49
2051.00;305873958#3-AddedOnRampEdge_3;99.87;23.23;1990.00;0.09;690516091#0_0;5.10;31.21;tripinfo_1361 emissions_1361 ssm_1361 fcd_1361;61.00;1361;0;654.28;1.12;0.00;36.87;DEFAULT_VEHTYPE;;2;20.00;231514.81;2290.29;15.35;87.62;17.35;0.00;75053.32
2053.00;192591565#2_0;258.68;26.52;1665.00;0.50;690516091#0_0;5.10;26.57;tripinfo_1379 emissions_1379 ssm_1379 fcd_1379;388.00;1379;0;903.69;0.96;0.00;352.29;DEFAULT_VEHTYPE;;13;263.00;745076.14;2741.37;18.34;288.27;22.92;0.00;241545.90
2059.00;192591565#2_0;258.68;25.14;1297.00;0.11;29181613#1_4;5.10;1.86;tripinfo_860 emissions_860 ssm_860 fcd_860;762.00;860;0;523.09;0.94;0.00;740.34;DEFAULT_VEHTYPE;;44;623.00;1307111.26;1823.38;12.12;510.03;16.09;0.00;423755.22
2063.00;305873958#3-AddedOnRampEdge_0;99.87;20.79;1078.00;28.15;29181613#1_4;5.10;1.91;tripinfo_920 emissions_920 ssm_920 fcd_920;985.00;920;0;477.81;0.99;0.00;963.92;DEFAULT_VEHTYPE;;44;765.00;1583846.43;1137.72;7.57;620.07;13.99;0.00;513471.56
2066.00;192591565#2_0;258.68;30.31;1804.00;0.88;690516091#0_0;5.10;30.31;tripinfo_1235 emissions_1235 ssm_1235 fcd_1235;262.00;1235;0;903.69;1.09;0.00;230.82;DEFAULT_VEHTYPE;;12;135.00;602889.86;3381.34;22.67;228.41;27.12;0.00;195449.18
2070.00;192591565#2_0;258.68;28.97;1744.00;0.96;28718647#1_0;5.10;24.00;tripinfo_288 emissions_288 ssm_288 fcd_288;326.00;288;0;1006.64;1.08;0.00;285.93;DEFAULT_VEHTYPE;;12;198.00;689627.77;3353.20;22.36;264.53;25.29;0.00;223568.96
2070.00;10873193#2_0;224.37;22.30;1927.00;0.03;50211834#0_1;5.10;28.64;tripinfo_1481 emissions_1481 ssm_1481 fcd_1481;143.00;1481;0;825.23;1.03;0.00;107.73;DEFAULT_VEHTYPE;;2;87.00;358971.49;2278.92;15.29;136.66;21.93;0.00;116374.25
2071.00;305873958#3-AddedOnRampEdge_3;99.87;18.78;2032.00;0.64;690516091#0_0;5.10;24.03;tripinfo_1301 emissions_1301 ssm_1301 fcd_1301;39.00;1301;0;654.28;0.87;0.00;7.34;DEFAULT_VEHTYPE;;0;0.00;152792.49;1582.74;10.61;57.06;16.11;0.00;49532.98
2075.00;192591565#2_0;258.68;23.28;1887.00;0.15;28718647#1_0;5.10;18.88;tripinfo_92 emissions_92 ssm_92 fcd_92;188.00;92;0;1006.64;0.85;0.00;137.54;DEFAULT_VEHTYPE;;4;102.00;441414.45;2452.81;16.38;166.83;25.51;0.00;143101.24
2078.00;192591565#2_0;258.68;26.28;1924.00;0.87;690516091#0_0;5.10;27.18;tripinfo_1280 emissions_1280 ssm_1280 fcd_1280;154.00;1280;0;903.69;0.98;0.00;118.75;DEFAULT_VEHTYPE;;5;68.00;415093.79;3010.78;20.12;156.20;24.14;0.00;134567.49
2081.00;192591565#2_0;258.68;26.23;1816.00;0.81;690516091#0_0;5.10;26.34;tripinfo_1359 emissions_1359 ssm_1359 fcd_1359;265.00;1359;0;903.69;0.95;0.00;228.56;DEFAULT_VEHTYPE;;16;114.00;574346.65;2737.42;18.34;213.36;25.21;0.00;186195.87
2083.00;192591565#2_0;258.68;24.02;1110.00;37.72;29181613#1_3;5.10;0.02;tripinfo_639 emissions_639 ssm_639 fcd_639;973.00;639;0;523.09;0.90;0.00;951.04;DEFAULT_VEHTYPE;;49;828.00;1599306.14;1569.80;10.48;625.82;16.25;0.00;518483.41
2083.00;10873193#2_1;224.37;22.52;1934.00;0.90;50211834#0_2;5.10;29.14;tripinfo_1541 emissions_1541 ssm_1541 fcd_1541;149.00;1541;0;825.23;1.05;0.00;114.90;DEFAULT_VEHTYPE;;5;82.00;411188.11;2730.62;18.19;154.93;21.30;0.00;133301.44
2085.00;10873193#2_1;224.37;25.65;1937.00;0.05;50211834#0_2;5.10;32.43;tripinfo_1723 emissions_1723 ssm_1723 fcd_1723;148.00;1723;0;822.42;1.17;0.00;117.04;DEFAULT_VEHTYPE;;6;74.00;405243.39;2848.76;18.98;152.52;21.32;0.00;131374.14
2086.00;10873191#5_1;21.02;14.53;1849.00;0.52;28718647#1_0;5.10;22.82;tripinfo_18 emissions_18 ssm_18 fcd_18;237.00;18;0;817.38;1.03;0.00;201.35;DEFAULT_VEHTYPE;;3;168.00;486983.32;1845.48;12.33;183.98;19.40;0.00;157874.85
2086.00;10873191#5_3;21.02;13.91;1922.00;0.56;50211834#0_0;5.10;28.12;tripinfo_1752 emissions_1752 ssm_1752 fcd_1752;164.00;1752;0;643.12;1.01;0.00;139.41;DEFAULT_VEHTYPE;;2;114.00;372379.95;1828.54;12.23;141.15;16.04;0.00;120721.32
2086.00;10873191#5_2;21.02;15.17;1928.00;0.54;50211834#0_2;5.10;25.14;tripinfo_1774 emissions_1774 ssm_1774 fcd_1774;158.00;1774;0;640.31;0.90;0.00;130.17;DEFAULT_VEHTYPE;;2;110.00;352608.85;1704.98;11.36;134.29;14.76;0.00;114311.75
2086.00;10873191#5_0;21.02;14.20;1929.00;0.32;690516091#0_0;5.10;24.84;tripinfo_1110 emissions_1110 ssm_1110 fcd_1110;157.00;1110;0;714.43;0.89;0.00;126.81;DEFAULT_VEHTYPE;;4;81.00;346444.13;1481.71;9.93;124.03;16.74;0.00;112312.90
2086.00;10873193#2_0;224.37;22.10;1942.00;0.99;50211834#0_2;5.10;28.66;tripinfo_1491 emissions_1491 ssm_1491 fcd_1491;144.00;1491;0;825.23;1.03;0.00;108.99;DEFAULT_VEHTYPE;;4;74.00;409632.04;2796.02;18.61;153.08;21.45;0.00;132796.73
2087.00;10873191#5_2;21.02;15.23;1863.00;0.12;690516091#0_0;5.10;30.41;tripinfo_1195 emissions_1195 ssm_1195 fcd_1195;224.00;1195;0;714.43;1.09;0.00;199.60;DEFAULT_VEHTYPE;;3;148.00;477738.71;1709.37;11.46;174.01;16.57;0.00;154877.27
2088.00;192591565#2_0;258.68;25.43;1359.00;14.18;29181613#1_4;5.10;0.97;tripinfo_801 emissions_801 ssm_801 fcd_801;729.00;801;0;523.09;0.93;0.00;707.42;DEFAULT_VEHTYPE;;40;604.00;1261471.12;1895.98;12.61;490.15;16.67;0.00;408958.80
2088.00;10873191#5_3;21.02;16.48;1866.00;0.36;690516091#0_0;5.10;29.67;tripinfo_965 emissions_965 ssm_965 fcd_965;222.00;965;0;714.43;1.07;0.00;196.43;DEFAULT_VEHTYPE;;4;143.00;467964.45;1763.91;11.83;170.66;17.45;0.00;151708.63
2088.00;10873191#5_1;21.02;14.99;1915.00;0.98;690516091#0_0;5.10;32.97;tripinfo_1080 emissions_1080 ssm_1080 fcd_1080;173.00;1080;0;714.43;1.19;0.00;150.24;DEFAULT_VEHTYPE;;6;79.00;371674.65;1746.07;11.71;134.14;14.92;0.00;120492.03
2088.00;10873191#5_0;21.02;14.57;1941.00;0.95;690516091#0_0;5.10;25.80;tripinfo_1127 emissions_1127 ssm_1127 fcd_1127;147.00;1127;0;714.43;0.93;0.00;118.08;DEFAULT_VEHTYPE;;9;65.00;340225.14;1499.72;10.05;121.96;16.44;0.00;110296.29
2089.00;10873191#5_3;21.02;15.90;1944.00;0.37;28718647#1_0;5.10;20.88;tripinfo_25 emissions_25 ssm_25 fcd_25;145.00;25;0;817.38;0.94;0.00;106.58;DEFAULT_VEHTYPE;;2;70.00;342212.00;1705.58;11.38;123.82;18.63;0.00;110940.66
2089.00;10873193#2_1;224.37;19.72;1987.00;0.95;50211834#0_1;5.10;26.13;tripinfo_1681 emissions_1681 ssm_1681 fcd_1681;102.00;1681;0;825.23;0.94;0.00;63.74;DEFAULT_VEHTYPE;;4;36.00;267133.14;1812.83;12.19;98.43;20.51;0.00;86600.99
2090.00;10873191#5_2;21.02;15.74;1909.00;0.75;690516091#0_0;5.10;25.62;tripinfo_1070 emissions_1070 ssm_1070 fcd_1070;181.00;1070;0;714.43;0.92;0.00;151.52;DEFAULT_VEHTYPE;;4;106.00;369379.22;1398.67;9.35;135.97;14.96;0.00;119748.29
2090.00;10873191#5_0;21.02;14.51;1966.00;0.10;690516091#0_0;5.10;28.61;tripinfo_1011 emissions_1011 ssm_1011 fcd_1011;124.00;1011;0;714.43;1.03;0.00;97.86;DEFAULT_VEHTYPE;;5;49.00;302442.59;1614.75;10.85;108.18;17.24;0.00;98047.84
2090.00;10873191#5_1;21.02;16.43;1983.00;0.04;690516091#0_0;5.10;27.45;tripinfo_1161 emissions_1161 ssm_1161 fcd_1161;107.00;1161;0;714.43;0.99;0.00;79.75;DEFAULT_VEHTYPE;;2;43.00;289068.25;1748.34;11.72;103.08;17.52;0.00;93711.88
2091.00;192591565#2_0;258.68;25.09;1832.00;0.63;690516091#0_0;5.10;25.57;tripinfo_1408 emissions_1408 ssm_1408 fcd_1408;259.00;1408;0;903.69;0.92;0.00;222.19;DEFAULT_VEHTYPE;;17;118.00;551374.32;2244.51;15.12;203.74;25.90;0.00;178748.72
2091.00;10873193#2_0;224.37;15.44;1939.00;0.48;50211834#0_0;5.10;20.25;tripinfo_1635 emissions_1635 ssm_1635 fcd_1635;152.00;1635;0;822.42;0.73;0.00;103.30;DEFAULT_VEHTYPE;;4;70.00;323149.62;1275.79;8.54;116.80;18.64;0.00;104761.17
2091.00;10873191#5_2;21.02;16.00;2011.00;0.01;690516091#0_0;5.10;25.02;tripinfo_1165 emissions_1165 ssm_1165 fcd_1165;80.00;1165;0;714.43;0.90;0.00;50.72;DEFAULT_VEHTYPE;;3;14.00;238393.49;1623.97;10.88;83.12;17.11;0.00;77283.42
2092.00;10873193#2_0;224.37;18.82;1121.00;26.90;29181613#1_4;5.10;0.15;tripinfo_465 emissions_465 ssm_465 fcd_465;971.00;465;0;791.06;0.96;0.00;935.54;DEFAULT_VEHTYPE;;44;797.00;1632626.43;1779.33;11.80;629.42;19.14;0.00;529284.21
2092.00;10873191#5_0;21.02;15.85;1948.00;0.31;50211834#0_2;5.10;26.56;tripinfo_1789 emissions_1789 ssm_1789 fcd_1789;144.00;1789;0;640.31;0.96;0.00;117.48;DEFAULT_VEHTYPE;;4;68.00;324522.22;1361.71;9.11;115.20;14.71;0.00;105205.94
2092.00;10873191#5_1;21.02;17.47;1973.00;0.05;28718647#1_0;5.10;19.37;tripinfo_57 emissions_57 ssm_57 fcd_57;119.00;57;0;817.38;0.87;0.00;76.97;DEFAULT_VEHTYPE;;6;44.00;326234.23;1909.60;12.71;116.60;20.13;0.00;105760.55
2092.00;10873191#5_3;21.02;16.16;1978.00;0.56;690516091#0_0;5.10;34.08;tripinfo_1081 emissions_1081 ssm_1081 fcd_1081;114.00;1081;0;714.43;1.23;0.00;92.58;DEFAULT_VEHTYPE;;2;58.00;305635.73;1962.30;13.17;112.21;16.24;0.00;99082.94
2092.00;305873958#3-AddedOnRampEdge_3;99.87;21.62;2013.00;0.94;28718647#1_0;5.10;21.65;tripinfo_138 emissions_138 ssm_138 fcd_138;79.00;138;0;775.35;0.97;0.00;43.15;DEFAULT_VEHTYPE;;1;28.00;243611.23;1913.65;12.83;90.50;20.65;0.00;78975.42
2093.00;305873958#3-AddedOnRampEdge_2;99.87;22.55;2007.00;0.67;28718647#1_0;5.10;22.66;tripinfo_171 emissions_171 ssm_171 fcd_171;86.00;171;0;775.35;1.02;0.00;51.03;DEFAULT_VEHTYPE;;1;36.00;259491.58;2089.48;13.98;97.34;19.94;0.00;84123.53
2094.00;10873191#5_2;21.02;17.64;1963.00;0.71;50211834#0_0;5.10;28.70;tripinfo_1769 emissions_1769 ssm_1769 fcd_1769;131.00;1769;0;643.12;1.03;0.00;106.43;DEFAULT_VEHTYPE;;5;58.00;343176.92;1702.26;11.34;121.68;16.02;0.00;111253.26
2094.00;10873193#2_0;224.37;20.65;1974.00;0.82;50211834#0_0;5.10;30.30;tripinfo_1520 emissions_1520 ssm_1520 fcd_1520;120.00;1520;0;825.23;1.09;0.00;87.20;DEFAULT_VEHTYPE;;5;37.00;323490.10;2254.41;15.05;120.09;20.02;0.00;104870.59
2094.00;10873191#5_3;21.02;16.98;1986.00;0.26;690516091#0_0;5.10;30.91;tripinfo_1171 emissions_1171 ssm_1171 fcd_1171;108.00;1171;0;714.43;1.11;0.00;83.94;DEFAULT_VEHTYPE;;4;37.00;300805.42;1797.10;12.04;104.93;16.58;0.00;97516.44
2096.00;192591565#2_0;258.68;23.98;1821.00;0.37;28718647#1_0;5.10;20.08;tripinfo_215 emissions_215 ssm_215 fcd_215;275.00;215;0;1006.64;0.90;0.00;226.80;DEFAULT_VEHTYPE;;17;127.00;574789.26;2345.49;15.72;213.11;26.93;0.00;186339.72
2097.00;10873193#2_0;224.37;19.92;1949.00;0.73;50211834#0_2;5.10;25.07;tripinfo_1620 emissions_1620 ssm_1620 fcd_1620;148.00;1620;0;825.23;0.90;0.00;108.17;DEFAULT_VEHTYPE;;7;69.00;342310.75;1790.95;11.99;127.66;19.68;0.00;110972.88
2098.00;192591565#2_0;258.68;24.68;1917.00;0.23;690516091#0_0;5.10;25.04;tripinfo_1305 emissions_1305 ssm_1305 fcd_1305;181.00;1305;0;903.69;0.90;0.00;142.61;DEFAULT_VEHTYPE;;9;67.00;441846.51;2510.84;16.82;162.68;24.60;0.00;143240.63
2099.00;10873191#5_2;21.02;23.05;2058.00;0.14;50211834#0_0;5.10;23.78;tripinfo_1827 emissions_1827 ssm_1827 fcd_1827;41.00;1827;0;643.12;0.86;0.00;11.00;DEFAULT_VEHTYPE;;0;0.00;178302.49;1945.70;13.02;67.64;18.19;0.00;57802.82
2100.00;10873193#2_0;224.37;19.15;1315.00;9.93;29181613#1_4;5.10;4.35;tripinfo_469 emissions_469 ssm_469 fcd_469;785.00;469;0;733.04;0.89;0.00;744.40;DEFAULT_VEHTYPE;;32;658.00;1295117.71;1435.82;9.56;503.66;16.86;0.00;419867.30
2100.00;10873191#5_2;21.02;24.17;2067.00;0.55;50211834#0_2;5.10;31.75;tripinfo_1733 emissions_1733 ssm_1733 fcd_1733;33.00;1733;0;643.12;1.14;0.00;10.60;DEFAULT_VEHTYPE;;0;0.00;168035.15;2228.93;14.88;66.66;15.40;0.00;54474.06
2102.00;10873193#2_0;224.37;20.34;972.00;0.97;29181613#1_1;5.10;0.03;tripinfo_433 emissions_433 ssm_433 fcd_433;1130.00;433;0;733.04;0.93;0.00;1091.63;DEFAULT_VEHTYPE;;35;979.00;1830852.87;1563.81;10.42;719.60;18.48;0.00;593549.72
2103.00;10873191#5_2;21.02;28.31;2070.00;0.63;50211834#0_2;5.10;29.13;tripinfo_1796 emissions_1796 ssm_1796 fcd_1796;33.00;1796;0;643.12;1.05;0.00;7.99;DEFAULT_VEHTYPE;;0;0.00;204288.30;2885.77;19.28;82.87;19.86;0.00;66226.61
2104.00;10873193#2_0;224.37;22.90;2007.00;0.11;50211834#0_0;5.10;30.96;tripinfo_1506 emissions_1506 ssm_1506 fcd_1506;97.00;1506;0;822.42;1.11;0.00;64.58;DEFAULT_VEHTYPE;;2;35.00;286023.57;2407.40;16.09;108.59;19.95;0.00;92724.51
2104.00;10873191#5_2;21.02;28.58;2072.00;0.11;50211834#0_2;5.10;29.28;tripinfo_1814 emissions_1814 ssm_1814 fcd_1814;32.00;1814;0;640.31;1.05;0.00;7.66;DEFAULT_VEHTYPE;;0;0.00;194907.22;2775.21;18.49;79.36;17.39;0.00;63185.32
