tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
3309.00;10873193#2_0;224.37;23.84;2831.00;0.96;50211834#0_0;5.10;30.01;tripinfo_1694 emissions_1694 ssm_1694 fcd_1694;478.00;1694;0;822.42;1.08;0.00;444.02;DEFAULT_VEHTYPE;;5;374.00;851187.27;2166.75;14.62;333.16;22.85;0.00;275947.87
3310.00;192591565#2_0;258.68;31.62;2548.00;0.76;690516091#0_0;5.10;31.95;tripinfo_1373 emissions_1373 ssm_1373 fcd_1373;762.00;1373;0;903.69;1.15;0.00;732.02;DEFAULT_VEHTYPE;;16;589.00;1365748.74;3799.44;25.40;537.58;26.81;0.00;442763.34
3311.00;10873193#2_0;224.37;21.52;2846.00;0.57;50211834#0_0;5.10;28.31;tripinfo_1415 emissions_1415 ssm_1415 fcd_1415;465.00;1415;0;822.42;1.02;0.00;429.80;DEFAULT_VEHTYPE;;3;361.00;807478.64;1867.22;12.52;315.59;18.83;0.00;261777.81
3313.00;10873193#2_0;224.37;22.07;1751.00;277.93;29181613#1_3;5.10;0.29;tripinfo_358 emissions_358 ssm_358 fcd_358;1562.00;358;0;791.06;1.04;0.00;1529.05;DEFAULT_VEHTYPE;;48;1363.00;2535365.93;2002.08;13.36;995.61;22.44;0.00;821948.04
3314.00;192591565#2_0;258.68;28.09;2587.00;0.24;28718647#1_3;5.10;23.36;tripinfo_232 emissions_232 ssm_232 fcd_232;727.00;232;0;992.62;1.05;0.00;687.26;DEFAULT_VEHTYPE;;8;587.00;1290967.55;3157.75;21.05;505.32;25.81;0.00;418520.36
3315.00;305873958#3-AddedOnRampEdge_0;99.87;23.50;1211.00;4.78;29181613#1_3;5.10;0.02;tripinfo_666 emissions_666 ssm_666 fcd_666;2104.00;666;0;477.81;1.10;0.00;2085.06;DEFAULT_VEHTYPE;;76;1843.00;3295499.19;1379.94;9.16;1308.93;14.29;0.00;1068379.57
3317.00;10873193#2_0;224.37;22.20;2560.00;0.94;50211834#0_2;5.10;27.94;tripinfo_1696 emissions_1696 ssm_1696 fcd_1696;757.00;1696;0;825.23;1.01;0.00;720.57;DEFAULT_VEHTYPE;;8;649.00;1283907.05;2178.35;14.58;506.00;20.04;0.00;416233.00
3319.00;192591565#2_0;258.68;21.18;2574.00;0.81;28718647#1_2;5.10;17.13;tripinfo_63 emissions_63 ssm_63 fcd_63;745.00;63;0;1006.64;0.77;0.00;688.64;DEFAULT_VEHTYPE;;11;576.00;1233474.22;1733.92;11.62;478.42;24.77;0.00;399882.27
3321.00;192591565#2_0;258.68;30.10;2586.00;0.24;28718647#1_0;5.10;24.88;tripinfo_134 emissions_134 ssm_134 fcd_134;735.00;134;0;1006.64;1.12;0.00;696.08;DEFAULT_VEHTYPE;;10;567.00;1316292.61;3520.83;23.43;515.17;26.94;0.00;426729.85
3322.00;10873193#2_0;224.37;19.96;2551.00;0.52;50211834#0_2;5.10;25.24;tripinfo_1422 emissions_1422 ssm_1422 fcd_1422;771.00;1422;0;825.23;0.91;0.00;731.12;DEFAULT_VEHTYPE;;9;684.00;1298395.23;1914.31;12.81;511.33;20.85;0.00;420930.22
3324.00;10873193#2_0;224.37;21.17;2617.00;0.51;50211834#0_2;5.10;26.66;tripinfo_1548 emissions_1548 ssm_1548 fcd_1548;707.00;1548;0;825.23;0.96;0.00;669.60;DEFAULT_VEHTYPE;;8;606.00;1178821.31;1818.96;12.24;465.97;20.91;0.00;382165.39
3325.00;192591565#2_0;258.68;34.22;2515.00;0.05;690516091#0_0;5.10;34.41;tripinfo_1238 emissions_1238 ssm_1238 fcd_1238;810.00;1238;0;903.69;1.24;0.00;781.96;DEFAULT_VEHTYPE;;15;654.00;1451942.98;4043.08;26.97;574.45;25.79;0.00;470706.61
3327.00;10873193#2_0;224.37;23.07;2682.00;0.15;50211834#0_0;5.10;30.36;tripinfo_1697 emissions_1697 ssm_1697 fcd_1697;645.00;1697;0;825.23;1.09;0.00;612.08;DEFAULT_VEHTYPE;;12;510.00;1095971.63;2153.31;14.48;431.81;20.88;0.00;355305.55
3328.00;192591565#2_0;258.68;26.10;2584.00;0.31;28718647#1_0;5.10;21.23;tripinfo_339 emissions_339 ssm_339 fcd_339;744.00;339;0;1006.64;0.96;0.00;698.13;DEFAULT_VEHTYPE;;18;573.00;1297512.80;2586.76;17.34;505.28;28.32;0.00;420642.50
3329.00;192591565#2_0;258.68;27.19;2763.00;0.67;690516091#0_0;5.10;29.68;tripinfo_1258 emissions_1258 ssm_1258 fcd_1258;566.00;1258;0;903.69;1.07;0.00;534.07;DEFAULT_VEHTYPE;;12;410.00;1031711.47;2966.59;19.83;402.63;24.09;0.00;334471.07
3330.00;10873193#2_0;224.37;22.59;2701.00;0.98;50211834#0_0;5.10;28.49;tripinfo_1716 emissions_1716 ssm_1716 fcd_1716;629.00;1716;0;822.42;1.03;0.00;594.54;DEFAULT_VEHTYPE;;9;524.00;1073056.55;2005.27;13.51;423.59;21.75;0.00;347876.73
3331.00;192591565#2_0;258.68;26.22;2883.00;0.24;690516091#0_0;5.10;27.02;tripinfo_1363 emissions_1363 ssm_1363 fcd_1363;448.00;1363;0;903.69;0.97;0.00;412.87;DEFAULT_VEHTYPE;;9;299.00;839829.35;2704.06;18.10;322.11;24.13;0.00;272264.00
3332.00;192591565#2_0;258.68;25.68;2879.00;0.46;690516091#0_0;5.10;26.91;tripinfo_1265 emissions_1265 ssm_1265 fcd_1265;453.00;1265;0;903.69;0.97;0.00;418.16;DEFAULT_VEHTYPE;;15;291.00;836537.88;2622.68;17.58;321.91;24.17;0.00;271197.13
3335.00;192591565#2_0;258.68;23.76;2156.00;567.19;29181613#1_4;5.10;0.65;tripinfo_861 emissions_861 ssm_861 fcd_861;1179.00;861;0;523.09;0.87;0.00;1155.96;DEFAULT_VEHTYPE;;48;1023.00;1919672.59;1614.73;10.76;756.32;16.11;0.00;622344.78
3338.00;192591565#2_0;258.68;22.87;2279.00;626.07;29181613#1_4;5.10;5.64;tripinfo_704 emissions_704 ssm_704 fcd_704;1059.00;704;0;523.09;0.86;0.00;1036.12;DEFAULT_VEHTYPE;;36;938.00;1734038.49;1520.48;10.12;681.25;14.94;0.00;562163.10
3340.00;192591565#2_0;258.68;26.11;2079.00;555.10;29181613#1_3;5.10;0.99;tripinfo_753 emissions_753 ssm_753 fcd_753;1261.00;753;0;522.64;0.98;0.00;1241.24;DEFAULT_VEHTYPE;;49;1129.00;2061485.46;1927.81;12.81;817.54;16.13;0.00;668319.10
3342.00;10873193#2_2;224.37;21.57;2891.00;0.50;50211834#0_0;5.10;28.54;tripinfo_1621 emissions_1621 ssm_1621 fcd_1621;451.00;1621;0;822.42;1.03;0.00;415.89;DEFAULT_VEHTYPE;;4;338.00;810090.70;2273.97;15.24;316.99;21.06;0.00;262624.41
3345.00;10873193#2_1;224.37;23.86;2605.00;0.84;50211834#0_0;5.10;30.02;tripinfo_1648 emissions_1648 ssm_1648 fcd_1648;740.00;1648;0;822.42;1.08;0.00;707.47;DEFAULT_VEHTYPE;;11;631.00;1300179.80;2725.22;18.14;510.75;21.07;0.00;421507.75
3345.00;10873193#2_0;224.37;21.44;2868.00;0.96;50211834#0_0;5.10;28.22;tripinfo_1513 emissions_1513 ssm_1513 fcd_1513;477.00;1513;0;822.42;1.02;0.00;441.05;DEFAULT_VEHTYPE;;5;345.00;895157.73;2824.41;18.76;346.43;20.84;0.00;290201.30
3347.00;10873193#2_2;224.37;20.89;2733.00;0.49;50211834#0_0;5.10;27.35;tripinfo_1501 emissions_1501 ssm_1501 fcd_1501;614.00;1501;0;825.23;0.98;0.00;577.92;DEFAULT_VEHTYPE;;12;508.00;1071428.97;2181.60;14.62;419.10;21.49;0.00;347348.47
3350.00;10873193#2_0;224.37;14.91;2702.00;0.48;50211834#0_1;5.10;19.81;tripinfo_1717 emissions_1717 ssm_1717 fcd_1717;648.00;1717;0;825.23;0.71;0.00;598.34;DEFAULT_VEHTYPE;;10;531.00;1052703.71;1123.11;7.54;410.65;18.00;0.00;341279.03
3351.00;305873958#3-AddedOnRampEdge_2;99.87;19.39;3263.00;0.24;28718647#1_0;5.10;20.45;tripinfo_249 emissions_249 ssm_249 fcd_249;88.00;249;0;775.35;0.92;0.00;49.53;DEFAULT_VEHTYPE;;1;37.00;248925.00;1774.07;11.90;92.56;20.62;0.00;80698.26
3352.00;305873958#3-AddedOnRampEdge_3;99.87;20.96;3298.00;0.82;28718647#1_0;5.10;21.52;tripinfo_131 emissions_131 ssm_131 fcd_131;54.00;131;0;775.35;0.97;0.00;17.65;DEFAULT_VEHTYPE;;1;2.00;203744.71;1967.22;13.16;74.91;19.83;0.00;66050.84
3354.00;10873193#2_0;224.37;21.68;2757.00;0.66;50211834#0_1;5.10;28.09;tripinfo_1439 emissions_1439 ssm_1439 fcd_1439;597.00;1439;0;822.42;1.01;0.00;561.89;DEFAULT_VEHTYPE;;10;470.00;1014181.59;1947.83;13.07;400.12;20.05;0.00;328789.73
3358.00;10873193#2_0;224.37;21.22;2771.00;0.23;50211834#0_0;5.10;28.07;tripinfo_1601 emissions_1601 ssm_1601 fcd_1601;587.00;1601;0;825.23;1.01;0.00;551.60;DEFAULT_VEHTYPE;;12;428.00;995933.90;1884.13;12.66;389.69;20.45;0.00;322873.86
3358.00;305873958#3-AddedOnRampEdge_2;99.87;20.59;3317.00;0.15;28718647#1_0;5.10;21.58;tripinfo_166 emissions_166 ssm_166 fcd_166;41.00;166;0;775.35;0.97;0.00;4.24;DEFAULT_VEHTYPE;;0;0.00;164620.80;1894.73;12.74;63.61;20.48;0.00;53367.56
3367.00;10873193#2_0;224.37;15.99;2616.00;0.73;50211834#0_0;5.10;20.92;tripinfo_1663 emissions_1663 ssm_1663 fcd_1663;751.00;1663;0;822.42;0.75;0.00;703.75;DEFAULT_VEHTYPE;;10;634.00;1215590.26;1314.63;8.79;478.44;17.65;0.00;394085.78
3368.00;10873193#2_0;224.37;18.19;2802.00;0.68;50211834#0_1;5.10;31.95;tripinfo_1598 emissions_1598 ssm_1598 fcd_1598;566.00;1598;0;822.42;1.15;0.00;535.33;DEFAULT_VEHTYPE;;16;409.00;952701.11;1853.71;12.43;376.32;17.70;0.00;308858.25
3377.00;10873193#2_0;224.37;18.71;1140.00;25.79;29181613#1_2;5.10;0.11;tripinfo_442 emissions_442 ssm_442 fcd_442;2237.00;442;0;791.06;0.86;0.00;2197.32;DEFAULT_VEHTYPE;;53;2008.00;3509753.04;1289.99;8.62;1383.38;20.88;0.00;1137839.00
3379.00;10873193#2_0;224.37;21.98;1117.00;37.54;29181613#1_1;5.10;1.74;tripinfo_526 emissions_526 ssm_526 fcd_526;2262.00;526;0;791.06;1.04;0.00;2229.07;DEFAULT_VEHTYPE;;49;2047.00;3609418.38;2004.51;13.33;1425.60;21.23;0.00;1170149.14
3386.00;10873191#5_2;21.02;14.53;2721.00;0.73;50211834#0_1;5.10;24.67;tripinfo_1856 emissions_1856 ssm_1856 fcd_1856;665.00;1856;0;640.31;0.89;0.00;636.98;DEFAULT_VEHTYPE;;7;547.00;1100765.50;1509.77;10.07;430.73;15.59;0.00;356859.88
3386.00;10873191#5_1;21.02;15.89;2733.00;0.89;690516091#0_0;5.10;26.19;tripinfo_1078 emissions_1078 ssm_1078 fcd_1078;653.00;1078;0;714.43;0.94;0.00;624.55;DEFAULT_VEHTYPE;;7;564.00;1121286.38;1807.41;12.07;437.23;16.82;0.00;363512.03
3386.00;10873191#5_3;21.02;14.87;2908.00;0.18;690516091#0_0;5.10;27.52;tripinfo_1132 emissions_1132 ssm_1132 fcd_1132;478.00;1132;0;714.43;0.99;0.00;450.86;DEFAULT_VEHTYPE;;5;360.00;843273.39;1822.35;12.20;326.11;17.54;0.00;273381.76
3387.00;10873191#5_0;21.02;14.41;2630.00;0.58;50211834#0_2;5.10;25.88;tripinfo_1808 emissions_1808 ssm_1808 fcd_1808;757.00;1808;0;640.31;0.93;0.00;730.04;DEFAULT_VEHTYPE;;15;644.00;1263222.56;1445.55;9.67;491.43;15.92;0.00;409526.95
3388.00;10873191#5_1;21.02;15.74;2620.00;0.27;50211834#0_1;5.10;25.45;tripinfo_1780 emissions_1780 ssm_1780 fcd_1780;768.00;1780;0;643.12;0.92;0.00;740.02;DEFAULT_VEHTYPE;;14;632.00;1263034.27;1538.38;10.21;494.94;13.51;0.00;409466.21
3388.00;10873191#5_0;21.02;13.65;2713.00;0.57;50211834#0_2;5.10;29.14;tripinfo_1835 emissions_1835 ssm_1835 fcd_1835;675.00;1835;0;640.31;1.05;0.00;651.28;DEFAULT_VEHTYPE;;13;520.00;1075082.28;1044.63;6.95;420.28;11.08;0.00;348533.98
3388.00;10873191#5_2;21.02;15.89;2719.00;0.00;690516091#0_0;5.10;30.11;tripinfo_1219 emissions_1219 ssm_1219 fcd_1219;669.00;1219;0;714.43;1.08;0.00;643.93;DEFAULT_VEHTYPE;;13;516.00;1117669.54;1842.59;12.36;439.43;16.90;0.00;362339.74
3388.00;10873191#5_3;21.02;15.18;2848.00;0.30;50211834#0_1;5.10;25.39;tripinfo_1878 emissions_1878 ssm_1878 fcd_1878;540.00;1878;0;640.31;0.91;0.00;512.34;DEFAULT_VEHTYPE;;7;419.00;920600.26;1374.84;9.18;354.96;15.50;0.00;298450.97
3390.00;10873191#5_1;21.02;16.05;2716.00;0.46;50211834#0_2;5.10;30.12;tripinfo_1875 emissions_1875 ssm_1875 fcd_1875;674.00;1875;0;640.31;1.08;0.00;650.35;DEFAULT_VEHTYPE;;9;547.00;1106840.17;1405.62;9.37;435.35;12.95;0.00;358829.47
3390.00;10873191#5_2;21.02;16.46;2750.00;0.49;50211834#0_1;5.10;29.47;tripinfo_1787 emissions_1787 ssm_1787 fcd_1787;640.00;1787;0;643.12;1.06;0.00;616.28;DEFAULT_VEHTYPE;;15;518.00;1087145.81;1597.65;10.62;420.66;13.81;0.00;352443.60
3390.00;10873191#5_3;21.02;16.27;2813.00;0.24;50211834#0_2;5.10;27.84;tripinfo_1877 emissions_1877 ssm_1877 fcd_1877;577.00;1877;0;640.31;1.00;0.00;551.17;DEFAULT_VEHTYPE;;10;461.00;974709.97;1432.34;9.54;375.96;13.62;0.00;315992.87
3390.00;10873191#5_0;21.02;14.75;3172.00;0.25;690516091#0_0;5.10;26.96;tripinfo_1036 emissions_1036 ssm_1036 fcd_1036;218.00;1036;0;714.43;0.97;0.00;190.73;DEFAULT_VEHTYPE;;6;131.00;454366.21;1473.39;9.86;163.53;16.89;0.00;147300.30
3391.00;10873191#5_2;21.02;16.70;2625.00;0.34;50211834#0_2;5.10;29.93;tripinfo_1775 emissions_1775 ssm_1775 fcd_1775;766.00;1775;0;640.31;1.08;0.00;742.80;DEFAULT_VEHTYPE;;9;642.00;1259555.83;1396.39;9.33;494.99;14.07;0.00;408338.82
3391.00;10873191#5_1;21.02;16.68;2953.00;0.99;690516091#0_3;5.10;29.40;tripinfo_1104 emissions_1104 ssm_1104 fcd_1104;438.00;1104;0;714.43;1.06;0.00;412.40;DEFAULT_VEHTYPE;;8;327.00;774915.17;1580.46;10.52;295.34;14.96;0.00;251220.37
3392.00;10873191#5_3;21.02;17.12;2923.00;0.53;50211834#0_0;5.10;33.07;tripinfo_1846 emissions_1846 ssm_1846 fcd_1846;469.00;1846;0;640.31;1.19;0.00;447.74;DEFAULT_VEHTYPE;;7;354.00;808774.62;1446.06;9.70;309.85;14.46;0.00;262197.58
3392.00;10873191#5_0;21.02;15.67;2952.00;0.71;690516091#0_0;5.10;30.67;tripinfo_937 emissions_937 ssm_937 fcd_937;440.00;937;0;714.43;1.10;0.00;415.47;DEFAULT_VEHTYPE;;5;328.00;775831.62;1361.21;9.09;293.79;14.87;0.00;251517.45
3393.00;10873191#5_3;21.02;17.31;2924.00;0.46;690516091#0_0;5.10;23.59;tripinfo_1032 emissions_1032 ssm_1032 fcd_1032;469.00;1032;0;714.43;0.85;0.00;437.33;DEFAULT_VEHTYPE;;8;365.00;819081.83;1492.56;10.00;312.88;17.59;0.00;265539.14
3393.00;10873191#5_0;21.02;16.94;2929.00;0.46;690516091#0_2;5.10;29.69;tripinfo_1222 emissions_1222 ssm_1222 fcd_1222;464.00;1222;0;714.43;1.07;0.00;439.10;DEFAULT_VEHTYPE;;7;341.00;798512.90;1452.66;9.67;303.69;13.67;0.00;258870.60
3393.00;10873191#5_1;21.02;17.51;2931.00;0.91;690516091#0_0;5.10;29.50;tripinfo_1173 emissions_1173 ssm_1173 fcd_1173;462.00;1173;0;714.43;1.06;0.00;436.69;DEFAULT_VEHTYPE;;7;349.00;823253.30;1726.41;11.48;313.55;14.74;0.00;266890.99
3393.00;10873191#5_2;21.02;16.23;2938.00;0.56;690516091#0_0;5.10;28.14;tripinfo_997 emissions_997 ssm_997 fcd_997;455.00;997;0;714.43;1.01;0.00;428.98;DEFAULT_VEHTYPE;;7;340.00;801648.80;1483.23;9.97;304.28;17.26;0.00;259887.45
3395.00;10873191#5_1;21.02;18.71;2965.00;0.94;690516091#0_0;5.10;25.71;tripinfo_1019 emissions_1019 ssm_1019 fcd_1019;430.00;1019;0;714.43;0.93;0.00;400.58;DEFAULT_VEHTYPE;;8;322.00;760612.84;1526.03;10.21;288.63;16.95;0.00;246583.65
3395.00;10873191#5_3;21.02;16.67;3103.00;0.66;690516091#0_0;5.10;29.01;tripinfo_1227 emissions_1227 ssm_1227 fcd_1227;292.00;1227;0;714.43;1.04;0.00;266.40;DEFAULT_VEHTYPE;;6;190.00;566280.68;1454.16;9.78;205.62;17.07;0.00;183582.03
3395.00;10873191#5_2;21.02;17.29;3156.00;0.74;690516091#0_0;5.10;28.29;tripinfo_1049 emissions_1049 ssm_1049 fcd_1049;239.00;1049;0;714.43;1.02;0.00;212.36;DEFAULT_VEHTYPE;;7;142.00;489166.92;1551.41;10.38;176.42;16.84;0.00;158581.99
3397.00;10873191#5_3;21.02;18.13;2625.00;0.97;28718647#1_3;5.10;21.14;tripinfo_59 emissions_59 ssm_59 fcd_59;772.00;59;0;817.38;0.95;0.00;733.78;DEFAULT_VEHTYPE;;10;659.00;1285134.83;1522.70;10.15;498.53;18.01;0.00;416630.74
3397.00;10873191#5_2;21.02;18.63;3178.00;0.01;690516091#0_0;5.10;27.55;tripinfo_1025 emissions_1025 ssm_1025 fcd_1025;219.00;1025;0;714.43;0.99;0.00;191.57;DEFAULT_VEHTYPE;;8;127.00;469323.59;1713.34;11.44;169.07;17.05;0.00;152148.67
3399.00;192591565#2_0;258.68;27.75;1100.00;27.92;29181613#1_2;5.10;1.28;tripinfo_819 emissions_819 ssm_819 fcd_819;2299.00;819;0;523.09;1.02;0.00;2279.45;DEFAULT_VEHTYPE;;65;2074.00;3626569.35;2045.16;13.59;1445.48;16.76;0.00;1175710.77
3400.00;305873958#3-AddedOnRampEdge_3;99.87;23.95;3230.00;0.19;690516091#0_4;5.10;31.15;tripinfo_1396 emissions_1396 ssm_1396 fcd_1396;170.00;1396;0;654.28;1.12;0.00;145.58;DEFAULT_VEHTYPE;;2;118.00;398239.45;2318.14;15.49;154.17;16.99;0.00;129104.51
3402.00;10873191#5_2;21.02;26.96;2870.00;0.34;50211834#0_2;5.10;29.33;tripinfo_1740 emissions_1740 ssm_1740 fcd_1740;532.00;1740;0;640.31;1.06;0.00;507.81;DEFAULT_VEHTYPE;;8;410.00;943313.02;2127.99;14.18;367.33;17.04;0.00;305814.02
3403.00;192591565#2_0;258.68;27.26;2362.00;648.72;29181613#1_4;5.10;0.47;tripinfo_723 emissions_723 ssm_723 fcd_723;1041.00;723;0;523.09;1.00;0.00;1020.68;DEFAULT_VEHTYPE;;50;909.00;1745607.73;2157.37;14.34;686.56;17.10;0.00;565912.46
3406.00;10873191#5_2;21.02;24.61;2978.00;0.90;50211834#0_0;5.10;24.89;tripinfo_1773 emissions_1773 ssm_1773 fcd_1773;428.00;1773;0;640.31;0.90;0.00;399.48;DEFAULT_VEHTYPE;;9;312.00;749361.48;1713.40;11.47;290.58;17.14;0.00;242936.38
3408.00;10873193#2_0;224.37;23.01;2868.00;0.48;50211834#0_1;5.10;29.27;tripinfo_1669 emissions_1669 ssm_1669 fcd_1669;540.00;1669;0;825.23;1.05;0.00;506.08;DEFAULT_VEHTYPE;;16;376.00;929066.28;2052.08;13.85;362.84;22.29;0.00;301195.61
3408.00;305873958#3-AddedOnRampEdge_3;99.87;19.57;3277.00;0.40;690516091#0_4;5.10;25.87;tripinfo_1278 emissions_1278 ssm_1278 fcd_1278;131.00;1278;0;654.28;0.93;0.00;101.83;DEFAULT_VEHTYPE;;2;72.00;310497.69;1778.63;11.86;117.24;15.27;0.00;100659.50
3413.00;192591565#2_0;258.68;24.16;2949.00;0.04;690516091#0_0;5.10;24.98;tripinfo_1321 emissions_1321 ssm_1321 fcd_1321;464.00;1321;0;903.69;0.90;0.00;425.96;DEFAULT_VEHTYPE;;9;343.00;857228.89;2385.11;15.97;329.72;23.45;0.00;277905.15
3413.00;305873958#3-AddedOnRampEdge_3;99.87;21.00;3288.00;0.66;690516091#0_0;5.10;26.84;tripinfo_1385 emissions_1385 ssm_1385 fcd_1385;125.00;1385;0;654.28;0.97;0.00;96.14;DEFAULT_VEHTYPE;;1;72.00;292549.69;1674.75;11.25;109.60;16.60;0.00;94841.16
3416.00;192591565#2_0;258.68;23.29;2597.00;0.75;28718647#1_0;5.10;19.20;tripinfo_225 emissions_225 ssm_225 fcd_225;819.00;225;0;1006.64;0.86;0.00;768.61;DEFAULT_VEHTYPE;;13;693.00;1396646.02;2241.60;14.99;542.71;25.54;0.00;452781.39
3417.00;10873193#2_0;224.37;17.24;2272.00;651.83;29181613#1_4;5.10;20.75;tripinfo_384 emissions_384 ssm_384 fcd_384;1145.00;384;0;791.06;0.81;0.00;1101.51;DEFAULT_VEHTYPE;;30;975.00;1864846.89;1322.78;8.80;722.82;18.25;0.00;604569.71
3418.00;10873193#2_0;224.37;19.82;2711.00;0.29;50211834#0_2;5.10;26.69;tripinfo_1712 emissions_1712 ssm_1712 fcd_1712;707.00;1712;0;825.23;0.96;0.00;669.98;DEFAULT_VEHTYPE;;11;570.00;1164632.40;1731.22;11.62;460.31;18.40;0.00;377565.31
3418.00;192591565#2_0;258.68;28.59;2925.00;0.28;690516091#0_0;5.10;28.81;tripinfo_1308 emissions_1308 ssm_1308 fcd_1308;493.00;1308;0;903.69;1.04;0.00;460.14;DEFAULT_VEHTYPE;;6;375.00;947551.60;3276.34;21.83;366.88;24.29;0.00;307186.54
3420.00;305873958#3-AddedOnRampEdge_0;99.87;26.77;640.00;0.56;29181613#1_1;5.10;19.51;tripinfo_761 emissions_761 ssm_761 fcd_761;2780.00;761;0;419.79;1.21;0.00;2758.14;DEFAULT_VEHTYPE;;17;2696.00;4322497.50;1683.39;11.18;1730.92;12.40;0.00;1401328.03
3420.00;10873191#5_2;21.02;31.08;2876.00;0.87;50211834#0_2;5.10;31.59;tripinfo_1739 emissions_1739 ssm_1739 fcd_1739;544.00;1739;0;640.31;1.14;0.00;521.73;DEFAULT_VEHTYPE;;13;365.00;960269.70;2740.51;18.26;381.33;18.46;0.00;311310.93
3421.00;305873958#3-AddedOnRampEdge_0;99.87;23.68;2281.00;625.51;29181613#1_4;5.10;0.96;tripinfo_844 emissions_844 ssm_844 fcd_844;1140.00;844;0;477.81;1.10;0.00;1121.18;DEFAULT_VEHTYPE;;71;959.00;1855896.07;1330.27;8.84;727.83;14.79;0.00;601668.48
3421.00;192591565#2_0;258.68;28.11;2623.00;0.29;28718647#1_0;5.10;23.06;tripinfo_181 emissions_181 ssm_181 fcd_181;798.00;181;0;1006.64;1.04;0.00;755.87;DEFAULT_VEHTYPE;;17;663.00;1418404.88;3197.11;21.35;553.45;27.99;0.00;459834.09
3421.00;10873193#2_0;224.37;19.11;2990.00;0.92;50211834#0_1;5.10;25.45;tripinfo_1524 emissions_1524 ssm_1524 fcd_1524;431.00;1524;0;822.42;0.92;0.00;392.10;DEFAULT_VEHTYPE;;7;309.00;749623.73;1566.28;10.53;287.67;19.66;0.00;243021.10
3423.00;192591565#2_0;258.68;23.88;2635.00;0.28;28718647#1_2;5.10;19.42;tripinfo_210 emissions_210 ssm_210 fcd_210;788.00;210;0;1006.64;0.87;0.00;737.79;DEFAULT_VEHTYPE;;10;641.00;1320792.53;2236.19;14.94;514.07;24.92;0.00;428190.25
3425.00;192591565#2_0;258.68;27.33;2691.00;0.79;28718647#1_0;5.10;27.49;tripinfo_321 emissions_321 ssm_321 fcd_321;734.00;321;0;1006.64;1.24;0.00;698.41;DEFAULT_VEHTYPE;;7;589.00;1280523.49;3100.77;20.74;499.99;26.39;0.00;415134.46
3426.00;10873191#5_2;21.02;24.82;2962.00;0.62;50211834#0_2;5.10;25.74;tripinfo_1802 emissions_1802 ssm_1802 fcd_1802;464.00;1802;0;640.31;0.93;0.00;436.10;DEFAULT_VEHTYPE;;11;346.00;826387.18;2027.35;13.52;321.85;16.95;0.00;267907.14
3428.00;10873191#5_2;21.02;28.12;3008.00;0.46;50211834#0_2;5.10;28.36;tripinfo_1781 emissions_1781 ssm_1781 fcd_1781;420.00;1781;0;640.31;1.02;0.00;394.55;DEFAULT_VEHTYPE;;5;288.00;752437.48;2341.12;15.64;296.42;18.84;0.00;243933.31
3434.00;192591565#2_0;258.68;31.11;2624.00;0.55;28718647#1_0;5.10;25.59;tripinfo_199 emissions_199 ssm_199 fcd_199;810.00;199;0;1006.64;1.15;0.00;772.94;DEFAULT_VEHTYPE;;14;662.00;1470719.36;3799.88;25.29;574.70;28.07;0.00;476793.50
3434.00;10873193#2_2;224.37;21.48;2958.00;0.28;50211834#0_2;5.10;28.24;tripinfo_1570 emissions_1570 ssm_1570 fcd_1570;476.00;1570;0;825.23;1.02;0.00;441.18;DEFAULT_VEHTYPE;;10;356.00;861710.36;2240.79;14.99;334.04;20.76;0.00;279358.83
3435.00;10873193#2_1;224.37;21.88;2956.00;0.32;50211834#0_1;5.10;28.48;tripinfo_1433 emissions_1433 ssm_1433 fcd_1433;479.00;1433;0;825.23;1.03;0.00;444.56;DEFAULT_VEHTYPE;;10;365.00;892990.72;2548.88;16.99;343.90;20.95;0.00;289499.15
3435.00;10873193#2_0;224.37;20.56;3004.00;0.35;50211834#0_0;5.10;26.22;tripinfo_1725 emissions_1725 ssm_1725 fcd_1725;431.00;1725;0;822.42;0.94;0.00;393.35;DEFAULT_VEHTYPE;;5;292.00;784017.21;1975.29;13.19;299.36;20.16;0.00;254170.90
3436.00;10873193#2_2;224.37;24.40;2854.00;0.72;50211834#0_1;5.10;30.66;tripinfo_1562 emissions_1562 ssm_1562 fcd_1562;582.00;1562;0;825.23;1.10;0.00;549.11;DEFAULT_VEHTYPE;;10;434.00;1031795.71;2626.83;17.52;403.88;21.72;0.00;334498.98
3437.00;10873193#2_0;224.37;21.75;2805.00;0.15;50211834#0_1;5.10;28.60;tripinfo_1467 emissions_1467 ssm_1467 fcd_1467;632.00;1467;0;825.23;1.03;0.00;597.10;DEFAULT_VEHTYPE;;9;495.00;1101116.32;2443.47;16.31;433.18;21.28;0.00;356972.86
